ticker,sector,industry,marketCap,enterpriseValue,ebitda,netIncomeToCommon,freeCashflow,bookValue,sharesOutstanding,totalDebt,totalCash,totalAssets,grossProfits,operatingCashflow,returnOnAssets,returnOnEquity,operatingMargins,grossMargins,currentRatio,debtToEquity,totalRevenue,revenueGrowth,earningsGrowth,interestExpense,enterprise_value,book_value_total,net_debt,ebitda_yield,earnings_yield,fcf_yield,book_yield,gp_a,fcf_ni,revenue_cagr_3y,fcf_cagr_3y,revenue_trend_ols,fcf_trend_ols,delta_gross_margin,asset_growth,share_dilution,dn_ebitda,interest_coverage,cfo_debt,roce,country,currency
BAS.DE,Basic Materials,Chemicals,43358466048.0,63822929920.0,5782000128.0,1510000000.0,-1570625024.0,39.03,884325217.0,23669000192.0,3180000000.0,76174000000.0,13859000320.0,5794999808.0,0.01721,0.044109996,0.07678,0.23423,1.913,0.66724,59167997952.0,-0.03,0.166,,63822929920.0,33194000000.0,20489000192.0,0.0905944013420811,0.0348259552892935,0.0,0.7655713641541787,0.1819387234489458,-1.0401490225165564,-0.1192853989373564,-0.2614666032300006,-0.1304909709802111,-0.3901731973958973,-0.0005460246826922,-0.0527389168687433,0.0,3.543583489868785,3.4918533604887982,0.2448350061680543,0.05737663771899,Germany,EUR
NKE,Consumer Cyclical,Footwear & Accessories,66121609216.0,68220792832.0,3864000000.0,2249999872.0,1313874944.0,9.52,1199499281.0,11178000384.0,8056999936.0,36579000000.0,19036999680.0,1694000000.0,0.05195,0.16016,0.06942,0.40919998,2.139,0.79333,46522998784.0,0.001,-0.348,,68220792832.0,13213000000.0,3121000448.0,0.0566396231939939,0.034028208004586,0.0198705833021691,0.199828772418968,0.5204352136471746,0.5839444527755067,-0.0028698566864462,-0.0964349156024032,-0.0021636213049213,-0.0362954083494032,-0.0324905578857138,-0.0401731828916294,-0.0179640718562874,0.80771233126294,,0.1515476777425023,0.1423134586552877,United States,USD
7974.T,Communication Services,Electronic Gaming & Multimedia,8235810029568.0,6101957869568.0,375972003840.0,424055996416.0,277363490816.0,2562.414,1152828913.0,0.0,2216856125440.0,3398515000000.0,908956991488.0,289788985344.0,0.06249,0.14931,0.14668,0.39297,3.959,0.0,2313050914816.0,0.951,0.571,,6101957869568.0,2724326000000.0,-2216856125440.0,0.0616149786472743,0.0514892882295201,0.0336777426652893,0.3307902914490733,0.2674571074389844,0.6540727950086708,-0.1175712053411519,,-0.0991930624499495,-0.2787524622455679,,0.078416408738482,0.0,-5.896332979046528,1702.132530120482,,0.100880833769805,Japan,JPY
RMS.PA,Consumer Cyclical,Luxury Goods,174810185728.0,161537572864.0,7040999936.0,4524000256.0,4039624960.0,179.709,104802270.0,2312000000.0,12238999552.0,24322000000.0,11379000320.0,5374000128.0,0.17656,0.25207,0.41403,0.7111,4.994,12.268,16001999872.0,0.039,0.018,,161537572864.0,18842000000.0,-9926999552.0,0.043587382249007,0.0258795003114934,0.0231086360510225,0.1077854812723421,0.4678480519694104,0.8929320803292191,0.1131419915405649,0.0474492725969644,0.1063577643730315,0.0582101167315175,0.0032105462592278,0.0536302200658464,0.0,-1.4098849087107843,124.1818181818182,2.324394519031142,0.3231453444360333,France,EUR
COR,Healthcare,Medical Distribution,55366242304.0,67821326336.0,5300438016.0,2548677120.0,-318246112.0,17.463,194561060.0,15092111360.0,2176496128.0,76590112000.0,12477555712.0,2276133888.0,0.03486,1.0713401,0.01716,0.03796,0.947,4.20985,328680013824.0,0.038,1.283,,67821326336.0,1508019000.0,12915615232.0,0.0781529690195175,0.046033052162109,0.0,0.0272371563834855,0.1629134020851151,-0.1248671750150917,0.1043399050694318,0.1327139190078339,0.1003618714537573,0.0858246471206793,0.0009487310415639,0.1414040131074538,0.0041600530474106,2.4367071538262848,6.380154519443577,0.1508161339196479,0.1426824680561459,United States,USD
CARR,Industrials,Building Products & Equipment,56828309504.0,68005552128.0,3140999936.0,1282000000.0,849750016.0,16.18,830580423.0,12572999680.0,1371000064.0,37190000000.0,5506999808.0,2108999936.0,0.031489998,0.09907,0.06572,0.25180998,1.05,0.91102,21870000128.0,0.024,-0.407,,68005552128.0,13804000000.0,11201999616.0,0.0461874043767487,0.0225591788879407,0.0149529349617585,0.2429071024720236,0.1480774350094111,0.6628315257410297,0.0794889477268405,0.1414942136093542,0.0840640222686151,-0.0027088036117381,0.0100564728145921,-0.0056947303692217,0.0027424041742628,3.566380084128725,4.925764192139738,0.1677403952658018,0.0750099747306822,United States,USD
LNG,Energy,Oil & Gas Midstream,51271057408.0,82131738624.0,6041999872.0,1460000000.0,1722749952.0,17.872,209551868.0,27847999488.0,1304999936.0,47882000000.0,6855000064.0,5391000064.0,0.064330004,0.2892,-0.53749,0.33004,0.572,3.21125,20770000896.0,0.242,,,82131738624.0,7915000000.0,26542999552.0,0.0735647384704753,0.0284761047228214,0.0336008274276627,0.154375595124063,0.143164447266196,1.1799657205479452,-0.1577014650895228,-0.3433801946632668,-0.2013251248589401,-0.423875382151696,0.3276670008078139,0.0917506498244334,0.0017940437746681,4.393081779926261,9.736286919831224,0.1935866188996103,0.2099349497338852,United States,USD
EW,Healthcare,Medical Devices,49461219328.0,46538682368.0,1903600000.0,1075600000.0,902137472.0,17.899,575800000.0,702899968.0,3671500032.0,13697200000.0,4908299776.0,1358599936.0,0.08269,0.1046,0.31219998,0.77866,4.421,6.806,6303499776.0,0.167,0.082,,46538682368.0,10337600000.0,-2968600064.0,0.0409036075612857,0.0217463300463177,0.0182392889673324,0.2090041479051828,0.3583432946879654,0.8387295202677575,0.1077223514087009,0.1187559876565824,0.0999051527326975,0.0975769400213984,-0.0577700721807894,0.0491677709436014,0.0059560171044593,-1.5594663080479092,63.39705882352941,1.932849619933401,0.1088315731897168,United States,USD
ETR,Utilities,Utilities - Regulated Electric,51024621568.0,81378492416.0,5490236928.0,1782428032.0,-3913097728.0,37.889,457886847.0,34058442752.0,3572052992.0,71890730000.0,6241911808.0,5443426816.0,0.027660001,0.10751,0.18648,0.46976003,0.957,1.92883,13287438336.0,0.12,0.012,,81378492416.0,16958076000.0,30486389760.0,0.0674654538933256,0.0349327045889909,0.0,0.3323508431591235,0.0868249885346831,-2.19537488063922,-0.0202043859753847,,-0.0214467471591502,-0.0516388356210659,0.0939040868034252,0.1095955316089363,0.037820182715816,5.552836819212768,2.699231886259016,0.1598260629717237,0.0563142973528558,United States,USD
VST,Utilities,Utilities - Independent Power Producers,48436260864.0,68470259712.0,6790000128.0,2048999936.0,476875008.0,7.753,337182468.0,19925999616.0,658000000.0,41550000000.0,7512999936.0,4670000128.0,0.06022,0.42898,0.26578,0.38637,0.896,3.55187,19445000192.0,0.434,,,68470259712.0,5097000000.0,19267999616.0,0.0991671443420857,0.0423030163652229,0.0098454133224481,0.1052310791353491,0.1808182896750902,0.2327354918960817,0.0891786674122778,,0.0912256377128992,0.2434492615531205,0.2063751001694964,0.1000794281175536,0.0089412860118608,2.837702393633887,2.1435845213849287,0.2343671694267285,0.0707896152811407,United States,USD
ROK,Industrials,Specialty Industrial Machinery,49754480640.0,52653330432.0,1968999936.0,1086000000.0,974499968.0,31.652,111273953.0,4054000128.0,423000000.0,11219000000.0,4306999808.0,1535000064.0,0.09337,0.27183,0.20724002,0.48921,1.091,1.13367,8803999744.0,0.119,0.396,,52653330432.0,3654000000.0,3631000128.0,0.0373955440205799,0.0218271799048167,0.0195861750633279,0.0734406218896871,0.3839022914698279,0.897329620626151,0.0243822064927081,0.2580709429016354,0.0113785139000251,0.1494347379239465,0.0816976600713794,-0.0011574074074074,-0.2201773292389624,1.8440834159580184,6.878205128205129,0.3786383856769331,0.1380241831746848,United States,USD
ENI.MI,Energy,Oil & Gas Integrated,69806571520.0,96116973568.0,12028000256.0,2724999936.0,-939374976.0,16.701,2929971432.0,36569001984.0,14782999552.0,137069000000.0,17571999744.0,12371999744.0,0.02246,0.059109997,0.042919997,0.20799999,1.16,0.67357,84479000576.0,-0.126,0.01,,96116973568.0,47940000000.0,21786002432.0,0.1251391904000237,0.0390364384994795,0.0,0.6867548277494893,0.128198204874917,-0.3447247699311506,-0.1473203822415796,-0.241587925180481,-0.157111816645979,-0.2866044651782739,-0.0776040827683359,-0.0671707307113836,-0.041932046980102,1.8112738583566588,1.7072215422276622,0.338319316163266,0.1391266183892912,Italy,EUR
STAN.L,Financial Services,Banks - Diversified,40385155072.0,-155415609344.0,,4861000192.0,,14.677621,2180623758.0,189356998656.0,386666987520.0,919955000000.0,20710000640.0,,0.0058600004,0.10107,0.43989,0.0,,3.4987712469466565,20710000640.0,0.086,0.307,,,54121000000.0,-197309988864.0,,0.1203660152680767,0.0,1.3401211386587788,0.0225119713899049,0.0,0.0835007247348011,0.0983771203350012,0.0850255346098392,0.0486346904016262,,0.0826974136388886,-0.0670057495626196,,,0.0,,United Kingdom,GBP
6723.T,Technology,Semiconductors,7732524482560.0,8718770503680.0,370259984384.0,-9619999744.0,205169623040.0,1400.416,1814294732.0,1205048967168.0,307907002368.0,4177163000000.0,809628991488.0,441898991616.0,0.04354,-0.00389,0.24341999,0.58133,1.231,0.47323,1392727949312.0,0.232,1.585,,8718770503680.0,2443034000000.0,897141964800.0,0.0424669951144741,0.0,0.0265333298979836,0.3159426142794684,0.1938226953288631,,-0.0416044601075137,-0.0656043496575059,-0.04679885084271,-0.1323231562639683,0.0015282672577505,-0.0697644950289905,0.0,2.4230054627495634,0.8767510309760993,0.3667062531529421,0.0604827646054252,Japan,JPY
XEL,Utilities,Utilities - Regulated Electric,49357873152.0,86230450176.0,6060000256.0,2091000064.0,-7471625216.0,37.859,624269560.0,39243001856.0,1768000000.0,81371000000.0,6790000128.0,4752000000.0,0.02338,0.0959,0.18155001,0.45928,0.77,1.64845,14784000000.0,0.029,0.06,,86230450176.0,23609000000.0,37475001856.0,0.0702768017983355,0.0423640633290794,0.0,0.4783228792556543,0.0834449635373781,-3.573230505649569,-0.0141554513589601,,-0.018658244542394,-0.7625637695946572,0.0892594472790141,0.1618619261797672,0.0857208669381344,6.183993444372554,2.32017870439315,0.1210916539320105,0.0419482512587167,United States,USD
6762.T,Technology,Electronic Components,6759278706688.0,6698786881536.0,476606005248.0,195663003648.0,35036000256.0,1152.295,1898140630.0,615969980416.0,842775003136.0,3541415000000.0,783403974656.0,507672002560.0,0.0428,0.09922,0.06449,0.31276,1.559,0.27954,2504819998720.0,0.21,1.299,,6698786881536.0,1800070000000.0,-226805022720.0,0.0711481069149518,0.0289473199935372,0.0051833933436319,0.2663109598097963,0.2212121354475541,0.1790629787071559,0.0504543542209405,,0.039615936035258,0.8637655114287406,,0.0369252634611735,0.0,-0.4758752936862029,18.79334081556304,0.824183026285047,0.102815238103035,Japan,JPY
DVN,Energy,Oil & Gas E&P,53840859136.0,35896238080.0,6721999872.0,2268000000.0,1600499968.0,24.844,1153403107.0,8702000128.0,1763000064.0,31599000000.0,7510000128.0,6424000000.0,0.060739998,0.15178001,0.06856,0.46929002,1.006,0.56404,16003000320.0,-0.008,-0.753,,35896238080.0,15528000000.0,6939000064.0,0.1872619592342529,0.0421241420808519,0.0297264938502782,0.2884055018657271,0.237665752966866,0.7056878165784832,-0.0357078546884069,-0.0634626185716609,-0.031150914070017,-0.2185661002900953,-0.1811213963210736,0.0364065728623438,-0.0445468509984639,1.03228208808868,7.9738430583501,0.7382210877393359,0.144040998800567,United States,USD
4502.T,Healthcare,Drug Manufacturers - Specialty & Generic,7951318777856.0,12869012815872.0,1346403958784.0,191762006016.0,356631117824.0,4920.503,1579836830.0,5453085933568.0,595053969408.0,14248344000000.0,2934131916800.0,1041431003136.0,0.02632,0.02611,0.03088,0.65120006,1.272,0.70138,4505720061952.0,0.039,,,12869012815872.0,6935084000000.0,4858031964160.0,0.1046237173004764,0.0241170064203748,0.0448518199040389,0.8721929272052128,0.2059279251539687,1.8597590066628935,0.0868136451228949,-0.102450843694279,0.0796486904685661,-0.1616234809951743,-0.0347814982724978,-0.0569501519380239,0.0053910408574064,3.6081533572936864,2.275090852153141,0.1909801194815543,0.0266053235515473,Japan,JPY
9433.T,Communication Services,Telecom Services,10498267414528.0,15252238368768.0,1747504988160.0,707112009728.0,1317002018816.0,1333.5,3807168437.0,5378069233664.0,1118862049280.0,16714708000000.0,2590635982848.0,1788852961280.0,0.03701,0.14006,0.14682999,0.42666,0.561,0.96162,6071915118592.0,0.088,0.422,,15252238368768.0,5032495000000.0,4259207184384.0,0.1145736741000825,0.067355115068746,0.1254494638794845,0.4793643371129787,0.1549913993620469,1.8625083447848696,0.0232504561440656,-0.1062939813101063,0.0218671862496258,-0.0244392416396948,,0.1892558550617933,-0.048145785131227,2.437307597541478,37.233518987341775,0.3326199205623243,0.1266793838775472,Japan,JPY
PSA,Real Estate,REIT - Industrial,57285840896.0,71197040640.0,3434970880.0,1704142976.0,2337331968.0,27.767,175545748.0,10032266240.0,134608992.0,20208604000.0,3642289920.0,3176186880.0,0.07206,0.20175,0.46032003,0.74767995,0.188,1.07646,4871482880.0,0.032,0.328,,71197040640.0,9248128000.0,9897657248.0,0.0482459783317196,0.0297480660027981,0.0408012159975678,0.1614382865879473,0.180234612940112,1.3715586080026188,0.048750479098311,0.0292064026954919,0.0461871408465902,0.0232374542017369,-0.0197859796810936,0.0229648957571814,0.0005236351489748,2.8814384732134903,6.877942166538039,0.3165971480437903,0.1068753551477963,United States,USD
CABK.MC,Financial Services,Banks - Regional,79697133568.0,85598429184.0,,5712999936.0,,5.306,6963489082.0,54319001600.0,47705001984.0,664040000000.0,15457000448.0,,0.009190001,0.1602,0.56735003,0.0,,1.4105167904440403,15457000448.0,0.027,0.086,,85598429184.0,38510000000.0,6613999616.0,0.0,0.0716838822205003,0.0,0.4832043296405648,0.0232772128907897,0.0,0.1045366294408483,,0.0905813691032792,0.8808925596890617,,0.0523563279413885,-0.0209642452977982,,,0.0,,Spain,EUR
ADSK,Technology,Software - Application,45849137152.0,46490079232.0,2139000064.0,1463000064.0,3060999936.0,15.114,211145251.0,2724000000.0,2924000000.0,12467000000.0,6938999808.0,2780999936.0,0.113249995,0.50396,0.29524,0.92434,0.835,0.85419,7506999808.0,0.184,2.314,,46490079232.0,3045000000.0,-200000000.0,0.0460098175639951,0.0319089988356778,0.0667624327553234,0.0664134635708662,0.5565893806047967,2.092276009633858,0.1291805581163574,0.0547279857953602,0.1214312680901044,0.0729812796870634,0.0057014869670989,0.1508354103203175,-0.0093457943925233,-0.093501633481017,25.267605633802816,1.020925086637298,0.2694098212944886,United States,USD
ATCO-A.ST,Industrials,Specialty Industrial Machinery,883518210048.0,889812615168.0,41239998464.0,26080999424.0,21434499072.0,24.97,3317744716.0,35472998400.0,20828000256.0,202454000000.0,70840000512.0,29727000576.0,0.10508,0.2242,0.20377001,0.42635,1.698,0.29075,166152994816.0,-0.051,-0.052,,889812615168.0,110206000000.0,14644998144.0,0.0463468350088672,0.0295194814633,0.0242603930832795,0.1247354030133829,0.3499066479891728,0.8218434701653249,0.060047573078785,0.17295750335402,0.0516829691262215,0.159337358788622,0.0087629580672816,-0.0291745389329522,0.0,0.3551163600741689,39.17573696145125,0.8380177012609117,0.2359404020539713,Sweden,SEK
MCHP,Technology,Semiconductors,48521519104.0,53056090112.0,1219100032.0,118800000.0,1139912448.0,11.879,542079281.0,5642200064.0,240300000.0,14370100000.0,2721100032.0,962099968.0,0.02226,0.03405,0.17068,0.57735,2.092,0.87715,4713099776.0,0.351,,,53056090112.0,6432400000.0,5401900064.0,0.022977570141835,0.0024483981992683,0.0234929257997206,0.1325679846546628,0.1893584618061113,9.595222626262624,-0.1764745300112236,-0.3474665604692184,-0.2288345945259212,-0.4672344458736713,-0.0978623945758182,-0.0653350331065523,0.000738848234164,4.431055633013059,2.2697307335190344,0.1705185844328118,0.0369432815971225,United States,USD
CAH,Healthcare,Medical Distribution,51935150080.0,55797727232.0,3993999872.0,1555000064.0,4849999872.0,-12.051,234205855.0,8915999744.0,3936999936.0,53122000000.0,9415999488.0,5001999872.0,0.03601,-0.5591514074074074,0.01413,0.037550002,0.907,-3.206040900395541,250735001600.0,0.11,-0.195,,55797727232.0,,4978999808.0,0.0715799741339543,0.0299411874540596,0.0933856908958411,,0.1772523528481608,3.1189708504089166,0.0707154057820471,-0.1277794399940215,0.0696911608093716,-0.0751463129145532,0.000938448637342,0.1773231976241661,-0.1722415749235474,1.246619921774499,10.772093023255811,0.5610139093337327,0.1628119507908611,United States,USD
DSV.CO,Industrials,Integrated Freight & Logistics,374667083776.0,451968499712.0,23822999552.0,7213000192.0,21680250880.0,511.533,238565473.0,94455996416.0,10314000384.0,290373000000.0,74933002240.0,17204000768.0,0.04868,0.061539996,0.070989996,0.27143,0.915,0.7716299999999999,276066992128.0,0.689,-0.429,,451968499712.0,117414000000.0,84141996032.0,0.0527094245886169,0.0192517584392665,0.0578653738713856,0.3133822133950726,0.25805774724234,3.005718882975457,0.0162357962389931,-0.0897664467921985,0.0256310815383443,-0.1388133828996282,0.0490375068301492,0.2275592381999197,0.0,3.5319648077202803,4.287415426251692,0.1821377299566107,0.0761341791618608,Denmark,DKK
HOLN.SW,Basic Materials,Building Materials,40035192832.0,44182134784.0,3131000064.0,389000000.0,1854200064.0,27.8,553125111.0,9246999552.0,5442999808.0,33605000000.0,6657999872.0,2788000000.0,0.03159,0.02089,0.121350005,0.42343,1.324,0.57488,15724000256.0,-0.036,,,44182134784.0,15377000000.0,3803999744.0,0.0708657487762192,0.0097164512640756,0.0463142533565604,0.384087072204863,0.1981252751673858,4.766581141388175,-0.1863306825766196,-0.1693251367601433,-0.2324160548324501,-0.097569052457289,0.0256031339851884,-0.3809523809523809,-0.0211510491405367,1.2149471945842796,3.638418079096045,0.3015032048311274,0.0491565529348904,Switzerland,CHF
BN.PA,Consumer Defensive,Packaged Foods,42701029376.0,51068067840.0,4470000128.0,1816999936.0,2491249920.0,26.426,641734719.0,15118000128.0,6570999808.0,45071000000.0,13809999872.0,3779000064.0,0.05074,0.108430006,0.13709,0.50618,0.905,0.8909199999999999,27282999296.0,-0.005,-0.025,,51068067840.0,16917000000.0,8547000320.0,0.0875302379170647,0.0425516659095164,0.0583416830087051,0.3961731191779689,0.3064054463402187,1.3710787054204938,-0.0045760582174211,0.0921551972850709,-0.0050100510282975,0.085753052917232,0.0456358964122814,-0.0048794489092996,0.0027083822983536,1.912080553748029,6.092369477911647,0.249966928959137,0.0996518426065821,France,EUR
FITB,Financial Services,Banks - Regional,47839653888.0,64359301120.0,,2026000000.0,,35.243,906311548.0,23542999040.0,9082999808.0,214376000000.0,8999999488.0,2175000064.0,0.00852,0.07969,0.07955,0.0,,1.0837322334744983,8999999488.0,0.33,-0.789,,64359301120.0,21724000000.0,14459999232.0,0.0,0.0423498047193898,0.0,0.4541002752833294,0.0419823090644475,0.0,0.0287468720796482,-0.1282232514778923,0.0238149051329328,-0.1854930725346373,,0.0068051491825837,0.0,,,0.0923841546399689,,United States,USD
EOAN.DE,Utilities,Utilities - Diversified,48041439232.0,91840004096.0,9649000448.0,3435000064.0,-3405900032.0,8.363,2613077958.0,43249000448.0,5426999808.0,110685000000.0,21425000448.0,7433999872.0,0.03498,0.15358,0.17852,0.27811,0.95,1.50024,77037002752.0,-0.134,3.214,,91840004096.0,19260000000.0,37822000640.0,0.1050631535024098,0.0715007734762445,0.0,0.4009038927204136,0.1935673347608077,-0.991528375121451,-0.1204283847536967,,-0.135193348706708,-1.0004962779156328,0.2023788811216196,-0.0060703477878251,0.0,3.9197843179538414,2.3651226158038146,0.1718883626209626,0.0630500841394171,Germany,EUR
MET,Financial Services,Insurance - Life,55750578176.0,77752213504.0,5943000064.0,3433999872.0,-17429749760.0,42.296,643436779.0,49491001344.0,27634999296.0,745166000000.0,18429999104.0,15516999680.0,0.00453,0.13014,0.09919,0.23754999,2.086,1.7801900000000002,77583998976.0,0.027,0.359,,77752213504.0,28398000000.0,21856002048.0,0.0764351237883955,0.0615957714583541,0.0,0.509375883248239,0.0247327429109755,-5.0756407716022185,0.0392132376339955,,0.0383199112148203,,,0.0999458268200048,0.0011879076093095,3.677604208755398,5.3930254476908575,0.3135317382678334,,United States,USD
ASM.AS,Technology,Semiconductor Equipment & Materials,46852411392.0,43410448384.0,1090700032.0,991100032.0,59450000.0,87.727,48886070.0,72000000.0,981600000.0,5337000000.0,1655600000.0,758200000.0,0.10936,0.24936001,0.32243,0.51794,2.245,1.679,3196499968.0,0.028,,,43410448384.0,4005800000.0,-909600000.0,0.025125288325794,0.0211536610935083,0.0012688781267328,0.0854982674527609,0.3102117294360127,0.059983854384539,0.0959005081822534,0.2118046567714344,0.0927325395263882,0.1904485850841063,0.0439207973230082,0.0339216180088727,0.0,-0.8339598178355971,1028.6666666666667,10.530555555555557,0.2155228606015457,Netherlands,EUR
EBAY,Consumer Cyclical,Internet Retail,48151797760.0,50592038912.0,2980999936.0,2007000064.0,1200375040.0,9.892,444000000.0,7206000128.0,3860000000.0,17610000000.0,8329999872.0,2172999936.0,0.085930005,0.42875,0.23146999,0.71786004,1.219,1.63327,11603999744.0,0.195,0.071,,50592038912.0,4615000000.0,3346000128.0,0.0589223126821428,0.0416806881023085,0.0249289766081622,0.0958427351560632,0.4730266821124361,0.598094171261571,0.042572293921697,-0.0738301302781203,0.03958343424558,-0.0629169574319609,-0.0118865113198957,-0.0906274206041828,0.0063037249283667,1.12244220054891,10.378048780487806,0.3015542461006184,0.1967933400138749,United States,USD
EXC,Utilities,Utilities - Regulated Electric,47057342464.0,97196523520.0,8248999936.0,2779000064.0,-2807749888.0,28.65,1023208142.0,51241000960.0,713000000.0,116570000000.0,10568999936.0,6777999872.0,0.028399998,0.09764,0.22299999,0.42641,0.939,1.74794,24785999872.0,0.079,-0.003,,97196523520.0,28798000000.0,50528000960.0,0.0848692899422746,0.0590556099959533,0.0,0.6119767605242723,0.0906665517371536,-1.010345384432492,0.0833631247390602,,0.0764709221146314,0.0538645418326693,0.0082931822185365,0.081514881615082,0.017233572249927,6.125348690995553,2.547249647390691,0.132276882672356,0.0509982209922909,United States,USD
PRY.MI,Industrials,Electrical Equipment & Parts,41630253056.0,43177426944.0,2520999936.0,1322000000.0,1165500032.0,24.079,292244669.0,5423000064.0,1546000000.0,20190000000.0,7888999936.0,2135000064.0,0.064559996,0.22695999,0.07786,0.38268003,1.264,0.7623000000000001,20615000064.0,0.101,0.534,,43177426944.0,6474000000.0,3877000064.0,0.058386988628796,0.0317557521983274,0.0279964676273333,0.1555119059999787,0.3907379859336305,0.8816187836611196,0.0694059275782137,0.3290506613561363,0.072960629690001,0.2787754051968099,0.0427915007939875,0.1119678360962714,0.0020904305164969,1.5378818573678854,8.518181818181818,0.3936935347231447,0.1463605123398937,Italy,EUR
STMPA.PA,Technology,Semiconductors,58180460544.0,53124743168.0,2489999872.0,147000000.0,-360500000.0,17.331182,888794130.0,2783000064.0,4570999808.0,24800000000.0,4203000064.0,2112000000.0,0.01523,0.00908,0.036510002,0.33955002,3.313,15.316,12378000384.0,0.23,-0.333,,53124743168.0,17828000000.0,-1787999744.0,0.0468708124221081,0.0025266214571957,0.0,0.3064259002645271,0.169475809032258,-2.452380952380953,-0.098912087032209,,-0.1162799445992852,,-0.1345019925343018,0.0023036818494119,0.0,-0.7180722232583312,8.272727272727273,0.7588932631803202,0.0212131101683062,France,EUR
ON,Technology,Semiconductors,43814232064.0,44037275648.0,2047800064.0,573699968.0,1282174976.0,18.633,388803191.0,3245799936.0,2403599872.0,12524100000.0,2586800128.0,1396600064.0,0.06827,0.074939996,0.18232,0.42665002,4.873,0.44337,6063000064.0,0.047,,,44037275648.0,7673300000.0,842200064.0,0.0465015156788656,0.0130939181397037,0.0292638924751005,0.175132591364183,0.206545789956963,2.234922516153949,-0.1036923393641263,-0.0387361388056084,-0.110100516237368,0.0204435872709739,-0.1587794759613158,-0.1111229399991483,0.0037045329297818,0.4112706502972352,2.851904090267983,0.4302791581544969,0.0179950873945391,United States,USD
ODFL,Industrials,Trucking,50342883328.0,48822030336.0,1708194944.0,1007300992.0,861986240.0,21.138,207968283.0,39996000.0,288081984.0,5470160000.0,2124992000.0,1407248000.0,0.15029,0.23331,0.23775999,0.38946,1.565,0.909,5456226816.0,-0.029,-0.042,,48822030336.0,4311057000.0,-248085984.0,0.0349881996353688,0.0200088061193696,0.0171223057365205,0.0856338913270438,0.3884698070988783,0.8557385000569919,-0.0424401481270764,0.0138702950262559,-0.0399771852099129,0.0215196380950034,-0.0301160537144611,-0.0038669591242298,-0.0207900286868899,-0.1452328288825564,4600.013513513513,35.184718471847184,0.2730715282454524,United States,USD
NBIS,Communication Services,Internet Content & Information,53143429120.0,54433062912.0,-38600000.0,735299968.0,-6147975168.0,28.273,220406311.0,9590400000.0,9373200384.0,12430600000.0,632600000.0,2840300032.0,-0.030079998,0.14136,-0.3208,0.72058,8.331,1.32429,877900032.0,6.839,,,54433062912.0,4594000000.0,217199616.0,0.0,0.0138361408018978,0.0,0.0864453061473802,0.0508905443019645,-8.361179702920918,2.39828184367049,,1.0118523115110143,-1.0154149918905575,1.790000419445493,2.5029589133742887,-0.1104847411954599,,1.224390243902439,0.2961607474140807,0.0069064827383791,Netherlands,USD
EA,Communication Services,Electronic Gaming & Multimedia,50917597184.0,49826701312.0,1484999936.0,887000000.0,2219124992.0,26.979,250751484.0,1854000000.0,2980000000.0,13131000000.0,5946999808.0,2552999936.0,0.05696,0.1349,0.24009001,0.78967005,1.046,0.2741,7530999808.0,0.119,0.853,,49826701312.0,6764000000.0,-1126000000.0,0.0298032961624605,0.0174203035699949,0.0435826730782442,0.1328420894559705,0.4528977083238139,2.5018320090191657,0.0046911288415614,0.2003956115436662,0.0028817290374224,0.1404188481675392,0.0309836677222073,0.0616914618369987,-0.0063610962487366,-0.7582491909279112,23.264150943396228,1.377022619201726,0.1320977073066209,United States,USD
MSCI,Financial Services,Financial Data & Stock Exchanges,43852554240.0,50491355136.0,1898999040.0,1319704960.0,1206103936.0,-38.053,72727592.0,6572800000.0,381700000.0,5702459000.0,2684092928.0,1593545984.0,0.20547001,-0.497150150308528,0.53701997,0.82856005,0.864,-2.4760598823148268,3239459072.0,0.141,0.491,,50491355136.0,,6191100000.0,0.0376103797350058,0.0300941412164364,0.0275036188177119,,0.4706904386335789,0.9139193778585176,0.1170782375160075,0.1257099113843947,0.1108752561383827,0.1236578913034891,0.0042335150987938,0.0471991330726503,0.0017898139880894,3.2601912215816604,8.119267803458019,0.2424455306718597,0.4400353134442589,United States,USD
CCO.TO,Energy,Uranium,57777807360.0,57583276032.0,893907968.0,650563968.0,624778752.0,16.22,435532978.0,1010993984.0,1109720064.0,10301282000.0,1301309056.0,1275965056.0,0.03568,0.095979996,0.18194,0.36782002,3.078,14.311,3537865984.0,0.071,0.875,,57583276032.0,6903363000.0,-98726080.0,0.0155237428225382,0.0112597552196207,0.0108134728635018,0.1194812215179222,0.126324961883385,0.9603648261073076,0.2306870013973112,0.8826637696851456,0.1946925741226821,0.470947984439637,0.1537713813687992,0.0397975897261402,0.0003351503569451,-0.1104432262986607,9.120237361443392,1.2620896624445197,0.094569485573544,Canada,CAD
RIO.AX,Basic Materials,Other Industrial Metals & Mining,292718477312.0,310719873024.0,20284999680.0,9966000128.0,3495749888.0,53.368187,371750238.0,23747999744.0,9420000256.0,128102000000.0,16209999872.0,16832000000.0,0.07861,0.16399999,0.25318,0.28124002,1.445,0.35432,57637998592.0,0.146,-0.056,,310719873024.0,62203000000.0,14327999488.0,0.0652838824970593,0.0340463650245677,0.0119423615485468,0.2125011054006667,0.1265397876067508,0.3507675941302175,0.0123511706427004,-0.2174508402041098,0.0106278662326667,-0.2399599040561343,-0.042586006385069,0.2462981339871188,0.000679814586527,0.7063347159983786,8.965008201202844,0.7087754834700406,0.1448856607641466,Australia,AUD
